student_id,school,sex,age,address_type,family_size,parent_status,mother_education,father_education,mother_job,father_job,school_choice_reason,guardian,travel_time,study_time,class_failures,school_support,family_support,extra_paid_classes,activities,nursery_school,higher_ed,internet_access,romantic_relationship,family_relationship,free_time,social,weekday_alcohol,weekend_alcohol,health,absences,grade_1,grade_2,final_grade,school_encoded,sex_encoded,address_type_encoded,family_size_encoded,parent_status_encoded,mother_education_higher education,mother_education_none,mother_education_primary education (4th grade),mother_education_secondary education,father_education_higher education,father_education_none,father_education_primary education (4th grade),father_education_secondary education,mother_job_health,mother_job_other,mother_job_services,mother_job_teacher,father_job_health,father_job_other,father_job_services,father_job_teacher,school_choice_reason_home,school_choice_reason_other,school_choice_reason_reputation,guardian_mother,guardian_other,travel_time_30 min. to 1 hour,travel_time_<15 min.,travel_time_>1 hour,study_time_5 to 10 hours,study_time_<2 hours,study_time_>10 hours,school_support_encoded,family_support_encoded,extra_paid_classes_encoded,activities_encoded,nursery_school_encoded,higher_ed_encoded,internet_access_encoded,romantic_relationship_encoded
324,GP,M,18,Urban,Less than or equal to 3,Living together,higher education,secondary education,teacher,services,course,mother,15 to 30 min.,<2 hours,0,no,no,no,yes,yes,yes,yes,no,4,2,3,1,2,1,0,10,10,10,0,1,1,1,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0,1,1,1,1,0
325,GP,M,18,Urban,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,at_home,other,home,other,15 to 30 min.,<2 hours,0,no,no,no,no,no,no,yes,no,3,4,4,2,4,4,10,10,10,11,0,1,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,0,0,0,0,0,0,1,0
326,GP,M,17,Urban,Less than or equal to 3,Apart,higher education,primary education (4th grade),services,other,home,mother,15 to 30 min.,<2 hours,0,no,no,no,yes,yes,yes,yes,yes,4,5,4,2,4,5,22,11,11,10,0,1,1,1,0,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,0,0,0,1,1,1,1,1
327,GP,M,17,Urban,Less than or equal to 3,Apart,secondary education,5th to 9th grade,teacher,services,home,mother,<15 min.,<2 hours,0,no,no,no,no,yes,yes,yes,no,4,4,4,3,4,3,18,13,13,13,0,1,1,1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,0,0,0,0,1,1,1,0
328,GP,F,18,Rural,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,reputation,mother,15 to 30 min.,>10 hours,0,no,yes,no,yes,yes,yes,no,no,5,2,2,1,1,3,2,17,17,18,0,0,0,1,1,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,0,1,0,1,1,1,0,0
329,GP,F,18,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,home,mother,15 to 30 min.,2 to 5 hours,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,1,1,4,0,12,13,13,0,0,1,0,1,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,1,0,0,1,1,1,1,0
330,GP,F,17,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,course,mother,<15 min.,2 to 5 hours,0,no,yes,no,no,no,yes,yes,no,5,4,5,1,2,5,12,12,12,14,0,0,1,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,0,1,0,0,0,1,1,0
331,GP,F,18,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,reputation,mother,15 to 30 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,4,3,1,1,1,5,10,12,13,14,0,0,1,0,1,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,0,0,0,1,1,1,1,1
332,GP,M,17,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,reputation,father,<15 min.,2 to 5 hours,0,no,no,no,no,no,yes,yes,no,4,3,3,1,2,4,0,12,12,12,0,1,1,0,1,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,0,0,0,0,0,1,1,0
333,GP,F,18,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,at_home,at_home,other,mother,<15 min.,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,2,0,18,18,18,0,0,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,0,1,0,0,1,1,1,0
334,GP,F,17,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),services,teacher,reputation,mother,<15 min.,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,13,13,14,0,0,1,0,1,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,0,1,0,0,1,1,1,0
335,GP,M,18,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),services,services,reputation,mother,<15 min.,5 to 10 hours,0,no,no,no,yes,yes,yes,yes,no,4,2,4,1,3,2,0,14,15,15,0,1,1,0,1,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,0,0,0,1,1,1,1,0
336,GP,M,18,Urban,Less than or equal to 3,Apart,higher education,higher education,teacher,teacher,reputation,mother,<15 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,1,2,0,17,17,17,0,1,1,1,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,0,1,0,1,1,1,1,0
337,GP,M,18,Urban,Greater than 3,Living together,higher education,5th to 9th grade,teacher,other,home,mother,<15 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,4,5,2,15,16,16,0,1,1,0,1,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,0,1,0,1,1,1,1,1
338,GP,F,17,Urban,Greater than 3,Living together,higher education,secondary education,health,services,reputation,mother,<15 min.,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,no,4,2,2,1,2,3,0,17,18,18,0,0,1,0,1,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,0,1,0,0,1,1,1,0
339,GP,F,17,Rural,Less than or equal to 3,Living together,secondary education,primary education (4th grade),services,other,reputation,mother,15 to 30 min.,>10 hours,0,no,yes,no,no,yes,yes,no,no,3,1,2,1,1,3,0,18,19,19,0,0,0,1,1,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,0,1,0,0,1,1,0,0
340,GP,M,18,Rural,Less than or equal to 3,Living together,secondary education,5th to 9th grade,services,other,reputation,mother,15 to 30 min.,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,no,5,4,2,1,1,4,0,14,15,15,0,1,0,1,1,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,0,1,0,1,1,1,1,0
341,GP,M,17,Urban,Greater than 3,Living together,secondary education,secondary education,health,other,home,mother,<15 min.,<2 hours,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,3,5,0,14,15,15,0,1,1,0,1,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,0,1,0,0,1,1,1,0
342,GP,F,19,Urban,Greater than 3,Living together,higher education,higher education,health,other,reputation,other,15 to 30 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,2,3,4,2,3,2,2,14,13,13,0,0,1,0,1,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,0,1,0,1,1,1,1,0
343,GP,F,18,Urban,Less than or equal to 3,Living together,higher education,secondary education,other,other,home,other,15 to 30 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,yes,4,4,5,1,2,2,0,13,14,14,0,0,1,1,1,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,0,1,0,0,1,1,1,1
344,GP,F,18,Urban,Greater than 3,Living together,higher education,secondary education,other,other,reputation,father,<15 min.,>10 hours,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,16,17,17,0,0,1,0,1,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,0,1,0,0,1,1,1,0
345,GP,M,18,Urban,Less than or equal to 3,Living together,higher education,higher education,teacher,teacher,home,mother,<15 min.,<2 hours,0,no,yes,no,no,yes,yes,yes,yes,1,4,2,2,2,1,0,18,18,17,0,1,1,1,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,0,1,0,0,1,1,1,1
346,GP,F,18,Urban,Less than or equal to 3,Apart,higher education,higher education,health,other,home,mother,<15 min.,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,4,2,4,1,1,4,0,14,15,15,0,0,1,1,0,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,0,1,1,0,1,1,1,1
347,GP,M,17,Urban,Less than or equal to 3,Living together,higher education,higher education,other,teacher,home,father,15 to 30 min.,<2 hours,0,no,no,no,no,yes,yes,yes,no,4,1,1,2,2,5,0,12,13,13,0,1,1,1,1,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,0,0,0,0,1,1,1,0
348,GP,F,17,Rural,Greater than 3,Living together,higher education,higher education,services,services,reputation,mother,15 to 30 min.,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,1,5,0,7,7,8,0,0,0,0,1,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,0,1,0,1,1,1,1,0
349,GP,F,17,Urban,Greater than 3,Living together,higher education,5th to 9th grade,other,other,reputation,mother,15 to 30 min.,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,16,16,16,0,0,1,0,1,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,0,1,0,0,1,1,1,0
350,GP,F,17,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,health,health,reputation,father,<15 min.,>10 hours,0,no,yes,no,yes,no,yes,yes,no,5,2,2,1,2,5,0,18,18,18,0,0,1,0,1,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,0,1,0,1,0,1,1,0
351,GP,M,19,Rural,Less than or equal to 3,Living together,5th to 9th grade,primary education (4th grade),at_home,services,course,mother,15 to 30 min.,5 to 10 hours,1,no,no,no,yes,yes,yes,yes,yes,4,3,1,1,1,5,0,9,10,11,0,1,0,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,0,0,0,1,1,1,1,1
352,GP,M,20,Urban,Greater than 3,Apart,secondary education,5th to 9th grade,services,other,course,other,<15 min.,<2 hours,2,no,no,no,yes,yes,yes,no,no,5,5,3,1,1,5,0,14,15,15,0,1,1,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,0,0,0,1,1,1,0,0
353,GP,M,19,Rural,Greater than 3,Living together,secondary education,secondary education,other,services,reputation,father,<15 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,no,yes,4,5,3,1,2,5,0,10,10,11,0,1,0,0,1,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,0,0,0,1,1,1,0,1
354,GP,F,18,Urban,Greater than 3,Living together,primary education (4th grade),higher education,other,teacher,home,mother,<15 min.,2 to 5 hours,0,yes,yes,no,no,no,yes,no,yes,3,4,4,1,2,5,2,10,10,11,0,0,1,0,1,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,1,1,0,0,0,1,0,1
355,GP,F,18,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),services,other,course,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,2,1,2,12,12,15,0,0,1,0,1,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,1,0,1,1,1,1,0
356,GP,F,17,Urban,Greater than 3,Living together,5th to 9th grade,secondary education,other,other,course,father,15 to 30 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,4,2,1,1,1,3,2,11,12,14,0,0,1,0,1,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,1,1,1,1
357,GP,F,17,Rural,Greater than 3,Living together,higher education,higher education,teacher,teacher,course,mother,<15 min.,<2 hours,0,no,no,no,yes,yes,yes,yes,no,4,4,4,1,1,5,2,15,16,17,0,0,0,0,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,0,0,0,1,1,1,1,0
358,GP,F,18,Urban,Greater than 3,Living together,higher education,secondary education,other,other,course,mother,<15 min.,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,1,1,5,2,14,15,17,0,0,1,0,1,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,0,1,0,1,1,1,1,1
359,GP,F,18,Urban,Less than or equal to 3,Living together,higher education,secondary education,health,services,course,mother,15 to 30 min.,<2 hours,0,no,yes,no,no,yes,yes,yes,no,3,2,4,1,4,1,8,12,12,15,0,0,1,1,1,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0,1,0,0,1,1,1,0
360,GP,F,17,Rural,Greater than 3,Living together,secondary education,higher education,at_home,services,course,father,<15 min.,5 to 10 hours,0,no,yes,no,yes,no,yes,yes,no,4,3,4,2,5,5,2,15,15,17,0,0,0,0,1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0,1,0,1,0,1,1,0
361,GP,F,18,Urban,Greater than 3,Living together,secondary education,secondary education,at_home,other,course,father,<15 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,4,1,4,1,1,3,8,11,12,14,0,0,1,0,1,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0,1,0,0,1,1,1,0
362,GP,M,19,Urban,Greater than 3,Living together,higher education,5th to 9th grade,health,other,course,mother,15 to 30 min.,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,yes,5,4,4,1,1,1,9,11,10,10,0,1,1,0,1,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,1,0,1,1,1,1,1
363,GP,F,18,Urban,Greater than 3,Living together,higher education,higher education,teacher,other,course,mother,<15 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,5,0,12,11,13,0,0,1,0,1,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,0,1,0,0,1,1,1,0
364,GP,F,18,Urban,Greater than 3,Living together,secondary education,higher education,other,other,course,mother,<15 min.,<2 hours,0,no,yes,no,yes,yes,yes,yes,yes,5,4,4,1,1,1,4,11,12,14,0,0,1,0,1,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,0,1,0,1,1,1,1,1
365,GP,F,17,Urban,Greater than 3,Living together,higher education,higher education,health,health,course,mother,<15 min.,<2 hours,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,2,5,2,14,15,17,0,0,1,0,1,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,0,0,0,1,1,1,1,0
366,GP,F,17,Urban,Greater than 3,Apart,higher education,secondary education,services,services,course,mother,<15 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,yes,5,2,2,1,2,5,14,15,14,17,0,0,1,0,0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,0,1,0,0,1,1,1,1
367,GP,F,17,Urban,Less than or equal to 3,Apart,secondary education,secondary education,services,other,home,mother,<15 min.,2 to 5 hours,0,yes,yes,no,no,yes,yes,yes,no,5,3,3,1,1,5,0,12,12,13,0,0,1,1,0,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,1,1,0,0,1,1,1,0
368,GP,F,17,Urban,Less than or equal to 3,Living together,5th to 9th grade,primary education (4th grade),other,other,home,father,<15 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,no,4,2,3,2,2,2,2,11,12,14,0,0,1,1,1,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0,1,1,1,1,0
369,GP,M,18,Urban,Less than or equal to 3,Living together,higher education,higher education,other,other,reputation,father,<15 min.,<2 hours,0,no,yes,no,no,yes,yes,yes,no,4,2,5,3,4,5,2,8,9,11,0,1,1,1,1,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,0,1,0,0,1,1,1,0
370,GP,F,19,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,course,other,30 min. to 1 hour,5 to 10 hours,0,no,no,no,yes,yes,no,no,yes,1,5,5,4,3,5,12,10,10,11,0,0,1,0,1,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,0,0,0,1,1,0,0,1
371,GP,F,19,Urban,Less than or equal to 3,Apart,primary education (4th grade),primary education (4th grade),other,other,course,other,30 min. to 1 hour,2 to 5 hours,2,no,yes,no,no,no,yes,yes,yes,5,3,4,1,1,4,2,8,8,9,0,0,1,1,0,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,0,1,0,0,0,1,1,1
372,GP,F,18,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,course,mother,<15 min.,<2 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,3,5,2,4,5,2,10,10,10,0,0,1,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,0,1,0,1,1,1,1,1
373,GP,F,17,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,course,mother,<15 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,no,yes,4,2,2,1,1,3,4,14,13,13,0,0,1,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,0,1,0,0,1,1,0,1
374,GP,F,17,Rural,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,services,services,course,mother,<15 min.,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,no,3,3,2,2,2,3,0,11,11,10,0,0,0,1,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,0,1,0,1,1,1,1,0
375,GP,F,17,Urban,Greater than 3,Living together,secondary education,primary education (4th grade),services,services,course,father,<15 min.,5 to 10 hours,0,no,yes,no,no,no,yes,yes,no,3,4,3,2,3,5,0,17,18,17,0,0,1,0,1,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0,1,0,0,0,1,1,0
376,GP,F,17,Urban,Less than or equal to 3,Living together,none,5th to 9th grade,at_home,at_home,home,father,15 to 30 min.,5 to 10 hours,0,no,no,no,no,yes,yes,yes,no,3,3,3,2,3,2,0,14,14,15,0,0,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0,0,0,0,1,1,1,0
377,GP,F,18,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,home,mother,15 to 30 min.,5 to 10 hours,0,no,no,no,yes,yes,yes,yes,no,4,5,5,1,2,2,0,14,14,14,0,0,1,0,1,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,0,0,0,1,1,1,1,0
378,GP,M,18,Urban,Greater than 3,Living together,higher education,higher education,other,other,course,mother,<15 min.,5 to 10 hours,0,no,no,no,yes,yes,yes,yes,no,4,3,3,2,2,3,0,13,14,13,0,1,1,0,1,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,0,0,0,1,1,1,1,0
379,GP,M,17,Urban,Greater than 3,Living together,secondary education,secondary education,other,services,reputation,mother,<15 min.,<2 hours,0,no,no,no,yes,no,yes,yes,no,4,3,5,3,5,5,0,17,18,17,0,1,1,0,1,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,0,0,0,1,0,1,1,0
380,GP,M,17,Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,services,other,course,mother,>1 hour,<2 hours,0,no,yes,no,no,yes,yes,yes,no,4,4,5,5,5,4,2,11,10,10,0,1,0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,0,1,0,0,1,1,1,0
381,GP,F,17,Urban,Greater than 3,Living together,higher education,higher education,teacher,services,course,mother,<15 min.,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,3,4,0,13,12,13,0,0,1,0,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,0,1,0,1,1,1,1,0
382,GP,F,17,Urban,Greater than 3,Living together,higher education,higher education,teacher,teacher,course,mother,15 to 30 min.,5 to 10 hours,0,no,yes,no,no,no,yes,yes,yes,4,3,3,1,2,4,4,15,14,15,0,0,1,0,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,0,1,0,0,0,1,1,1
383,GP,F,17,Urban,Greater than 3,Living together,secondary education,secondary education,at_home,other,course,mother,<15 min.,<2 hours,0,no,yes,yes,yes,yes,yes,yes,no,4,2,5,2,5,5,2,11,12,11,0,0,1,0,1,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,0,1,1,1,1,1,1,0
384,GP,M,18,Urban,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,other,other,course,mother,<15 min.,>10 hours,0,no,yes,yes,yes,yes,yes,yes,no,4,5,5,2,4,5,0,11,11,12,0,1,1,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,0,1,1,1,1,1,1,0
385,GP,M,19,Rural,Greater than 3,Living together,secondary education,5th to 9th grade,at_home,services,home,other,<15 min.,<2 hours,0,no,yes,no,no,no,yes,no,yes,5,3,4,2,2,5,0,11,10,10,0,1,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,0,1,0,0,0,1,0,1
386,GP,F,18,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,at_home,other,course,mother,>1 hour,2 to 5 hours,0,no,no,no,yes,yes,yes,no,yes,4,2,5,1,1,2,2,10,9,10,0,0,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,1,1,0,1
387,GP,F,17,Rural,Greater than 3,Living together,5th to 9th grade,higher education,at_home,other,course,father,<15 min.,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,1,5,0,15,15,15,0,0,0,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,0,1,0,0,1,1,1,1
388,GP,M,18,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,reputation,mother,<15 min.,<2 hours,0,no,no,no,no,no,yes,yes,no,5,4,2,1,2,5,6,15,14,15,0,1,1,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,0,0,0,0,0,1,1,0
389,GP,F,18,Urban,Greater than 3,Living together,secondary education,secondary education,services,services,home,mother,<15 min.,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,1,4,8,10,11,12,0,0,1,0,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,0,0,0,1,1,1,1,0
390,GP,F,18,Urban,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,other,other,home,other,<15 min.,2 to 5 hours,0,no,no,no,yes,no,yes,yes,yes,4,3,3,1,1,2,0,10,9,12,0,0,1,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,0,0,0,1,0,1,1,1
391,GP,F,18,Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,at_home,other,course,mother,15 to 30 min.,>10 hours,0,no,no,no,yes,yes,yes,no,no,4,4,4,1,1,4,6,14,13,14,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,0,0,0,1,1,1,0,0
392,GP,F,17,Urban,Greater than 3,Living together,secondary education,higher education,services,other,course,mother,<15 min.,5 to 10 hours,0,no,no,no,no,yes,yes,yes,no,4,4,5,1,3,5,8,11,13,14,0,0,1,0,1,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,0,0,0,0,1,1,1,0
393,GP,F,17,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,other,other,home,mother,<15 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,2,3,2,0,12,13,15,0,0,1,0,1,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,0,1,0,0,1,1,1,1
394,GP,F,18,Urban,Less than or equal to 3,Living together,secondary education,secondary education,services,services,home,mother,<15 min.,>10 hours,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,1,1,4,14,14,15,0,0,1,1,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,0,1,0,0,1,1,1,0
395,GP,F,17,Rural,Greater than 3,Apart,secondary education,5th to 9th grade,other,other,home,mother,<15 min.,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,4,3,3,2,3,2,0,14,14,16,0,0,0,0,0,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,0,1,0,0,1,1,1,0
